,auction_code,car_year,color,make,model,subseries,body,engine,transmission,mileage,condition_grade,times_run,seller,sale_price,formatted_sold_date
7078,GOAA,2009,GRAY,ACURA,RDX,TECH PKG,SUV,4GT,A,47719,40,1,5003088,13100,2017-03-22
7083,BCAA,2001,NIGHTHAW,ACURA,INTEGRA,LS,2DHB,4G,A,193012,24,1,5052392,750,2017-03-22
7085,DALA,2012,GRAY,ACURA,TSX FWD 4C,TECH PKG,4DSN,4G,A,99835,31,1,5062799,10300,2017-03-22
7090,BAA,2010,SILVER,ACURA,MDX,TECH PKG,SUV,6G,A,106758,39,1,5142976,12900,2017-03-22
7102,BCAA,2013,BLACK,ACURA,ILX,TECH PKG,4DSN,4G,A,57638,35,1,4925747,12800,2017-03-22
7104,NADE,2010,SILVER,ACURA,TSX FWD 4C,TECH PKG,4DSN,4G,A,158927,37,1,5044225,7000,2017-03-22
7107,BCAA,2013,BLACK,ACURA,TSX 4C,SE,4DSN,4G,A,27007,37,1,5403715,17000,2017-03-22
7112,CADE,2010,GRAY,ACURA,TL FWD V6,TECH,4DSN,6G,A,48494,37,1,5060637,14250,2017-03-22
7113,GOAA,2007,SILVER,ACURA,MDX,TECH PKG,SUV,6G,A,117909,26,1,4938080,7400,2017-03-22
7114,NADE,2008,WHITE,ACURA,MDX 4X4,TECH PKG,SUV,6G,A,127486,27,3,5345684,9500,2017-03-22
7115,NADE,2009,MAROON,ACURA,TSX FWD,TECH PKG,4DSN,4G,A,109059,29,1,5260743,8500,2017-03-22
7117,NADE,2014,GRAY,ACURA,TL AWD V6,TECH PKG,4DSN,6G,A,27986,36,1,4905515,20800,2017-03-22
7120,NADE,2014,WHITE,ACURA,TL AWD V6,TECH PKG,4DSN,6G,A,24548,32,1,4905515,20100,2017-03-22
7121,NADE,2014,MAROON,ACURA,MDX AWD,TECH PKG,SUV,6G,A,34777,27,3,4905510,26200,2017-03-22
7124,MMAA,2014,GRAY,ACURA,MDX AWD,TECH PKG,SUV,6G,A,73720,44,1,4937758,24250,2017-03-22
7125,DALA,2014,BLACK,ACURA,ILX,PREMIUM,4DSN,4G,A,22721,43,1,5147413,15750,2017-03-22
7127,NASH,2009,BLACK,ACURA,TL FWD V6,TECH,4DSN,6G,A,109547,27,2,4918814,8100,2017-03-22
7128,NADE,2014,WHITE,ACURA,TL FWD V6,TECH PKG,4DSN,6G,A,42772,21,2,5328264,17700,2017-03-22
7134,NADE,2009,WHITE,ACURA,TSX FWD,TECH PKG,4DSN,4G,A,147801,29,1,4968565,6400,2017-03-22
7136,SVAA,2008,GRAY,ACURA,MDX 4X4,TECH PKG,SUV,6G,A,164316,32,1,5320895,7900,2017-03-22
7137,SVAA,1996,WHITE,ACURA,TL 5C,PREMIUM,4DSN,5G,5,134826,20,1,5358203,800,2017-03-22
7140,KCAA,2004,BLUE,ACURA,RSX,TYPE-S,2DCP,4G,6,114591,21,1,5222459,3250,2017-03-22
7143,BCAA,1997,SILVER,ACURA,RL,PREMIUM,4DSN,6G,A,278582,10,1,4902003,250,2017-03-22
7148,PXAA,2008,GRAY,ACURA,MDX 4X4,TECH PKG,SUV,6G,A,102268,14,2,4918997,10000,2017-03-23
7149,AAA,2007,BLACK,ACURA,MDX,TECH PKG,SUV,6G,A,162828,28,1,5000871,6300,2017-03-23
7153,LOUA,2010,SILVER,ACURA,TL FWD V6,TECH,4DSN,6G,A,86060,41,1,5142521,11300,2017-03-23
7157,CAAI,2011,GRAY,ACURA,TSX FWD 4C,TECH PKG,4DSN,4G,A,79407,32,1,5130251,11500,2017-03-23
7164,AAA,2014,BLUE,ACURA,MDX FWD,TECH PKG,SUV,6G,A,58650,36,1,5001250,24800,2017-03-23
7169,AAA,2007,GRAY,ACURA,MDX,TECH PKG,SUV,6G,A,136463,13,1,5097996,7200,2017-03-23
7170,CAAI,2010,SILVER,ACURA,ZDX,TECH PKG,SUV,6G,A,101081,44,2,5007461,15000,2017-03-23
7174,LOUA,2016,GREY,ACURA,MDX AWD,ADVANCE,SUV,6G,A,27547,35,2,4902503,35000,2017-03-23
7175,PXAA,2003,BLACK,ACURA,TL,TYPE-S,4DSN,6G,A,122728,26,1,5338039,2900,2017-03-23
7176,DFWA,2013,BLACK,ACURA,ILX,PREMIUM,4DSN,4G,A,51297,37,1,5269621,9700,2017-03-23
7178,PXAA,2016,MAROON,ACURA,RDX FWD,TECH PKG,SUV,6G,A,17468,43,1,5175497,30300,2017-03-23
7180,WPBA,2014,RED,ACURA,TSX 4C,TECH PKG,4DSN,4G,A,9769,46,1,5091923,18200,2017-03-23
7186,TBAA,2012,BLACK,ACURA,TL AWD V6,TECH PKG,4DSN,6G,A,51306,25,2,4925422,13200,2017-03-23
7187,DFWA,2005,SILVER,ACURA,MDX,TOURING,SUV,6G,A,165064,20,1,4940670,3100,2017-03-23
7190,SCAA,2017,SILVER,ACURA,TLX FWD 4C,TECH PKG,4DSN,4G,A,22,49,1,4902506,25500,2017-03-23
7191,SCAA,2015,WHITE,ACURA,TLX FWD V6,V6 TECH,4DSN,6G,A,14995,49,2,4902506,26250,2017-03-23
7192,SCAA,2017,SILVER,ACURA,RDX AWD,ADVANCE,SUV,6G,A,11,48,1,4902506,36250,2017-03-23
7193,SCAA,2017,GRAY,ACURA,RDX FWD,TECH PKG,SUV,6G,A,6390,48,1,4902506,34000,2017-03-23
7194,SCAA,2016,WHITE,ACURA,MDX FWD,TECH PKG,SUV,6G,A,9647,46,1,4902506,37000,2017-03-23
7195,SCAA,2017,BLACK,ACURA,TLX FWD 4C,TECH PKG,4DSN,4G,A,10,44,1,4902506,25000,2017-03-23
7196,SCAA,2015,BLACK,ACURA,TLX FWD V6,V6 ADVANCE,4DSN,6G,A,9174,43,1,4902506,27000,2017-03-23
7197,SCAA,2015,BLACK,ACURA,TLX FWD V6,V6 ADVANCE,4DSN,6G,A,23075,42,6,4902506,26000,2017-03-23
7198,SCAA,2016,BLACK,ACURA,MDX AWD,ADVANCE,SUV,6G,A,15550,41,1,4902506,41500,2017-03-23
7199,SCAA,2016,WHITE,ACURA,ILX,PREMIUM,4DSN,4G,A,4836,48,1,4902506,20250,2017-03-23
7200,SCAA,2015,BLUE,ACURA,ILX,2.4L PRM,4DSN,4G,6,6779,44,1,4902506,17750,2017-03-23
7201,SCAA,2016,GRAY,ACURA,ILX,TECH PKG,4DSN,4G,A,11137,43,1,4902506,20000,2017-03-23
7202,THAA,2010,GRAY,ACURA,TL FWD V6,TECH,4DSN,6G,A,124662,39,1,5221796,10400,2017-03-23
7203,AAA,2015,WHITE,ACURA,MDX FWD,TECH PKG,SUV,6G,A,29899,40,1,4905524,33200,2017-03-23
7205,AAA,2014,GREY,ACURA,TL FWD V6,TECH PKG,4DSN,6G,A,56038,44,1,4905510,17700,2017-03-23
7206,AAA,2014,GREY,ACURA,TL FWD V6,TECH PKG,4DSN,6G,A,33081,39,1,4905510,19500,2017-03-23
7208,AAA,2014,BLACK,ACURA,MDX AWD,TECH PKG,SUV,6G,A,61308,28,1,4905510,26200,2017-03-23
7209,AAA,2014,GREY,ACURA,MDX FWD,TECH PKG,SUV,6G,A,66461,27,1,4905510,23200,2017-03-23
7210,AAA,2012,WHITE,ACURA,TL FWD V6,TECH PKG,4DSN,6G,A,73452,29,2,4905524,11900,2017-03-23
7212,FAA,2007,SILVER,ACURA,MDX,SPORT,SUV,6G,A,94563,23,1,5377736,10100,2017-03-23
7214,SCAA,2014,WHITE,ACURA,TL FWD V6,SPECIAL ED,4DSN,6G,A,12402,47,1,4905515,19100,2017-03-23
7215,SCAA,2014,BLACK,ACURA,TL FWD V6,TECH PKG,4DSN,6G,A,37575,45,1,4905515,18800,2017-03-23
7216,SCAA,2014,BLACK,ACURA,ILX,PREMIUM,4DSN,4G,A,15742,44,1,4905515,16500,2017-03-23
7217,SCAA,2014,GRAY,ACURA,TL FWD V6,TECH PKG,4DSN,6G,A,19613,44,1,4905515,19700,2017-03-23
7218,SCAA,2014,WHITE,ACURA,ILX,TECH PKG,4DSN,4G,A,19955,44,1,4905515,16800,2017-03-23
7219,SCAA,2014,GRAY,ACURA,RDX FWD,TECH PKG,SUV,6G,A,27676,44,1,4905515,24900,2017-03-23
7221,SCAA,2014,WHITE,ACURA,ILX,PREMIUM,4DSN,4G,A,33004,44,1,4905515,15200,2017-03-23
7224,SCAA,2013,WHITE,ACURA,TL FWD V6,TECH,4DSN,6G,A,51968,44,1,4905515,17000,2017-03-23
7226,SCAA,2014,BLACK,ACURA,RDX AWD,TECH PKG,SUV,6G,A,30300,43,1,4995210,24800,2017-03-23
7229,SCAA,2013,GRAY,ACURA,ILX,TECH PKG,4DSN,4G,A,5766,44,1,4905515,16400,2017-03-23
7230,SCAA,2014,SILVER,ACURA,ILX,TECH PKG,4DSN,4G,A,29899,43,1,4905515,16200,2017-03-23
7231,SCAA,2014,BLACK,ACURA,TL FWD V6,SPECIAL ED,4DSN,6G,A,30445,43,1,4905515,18700,2017-03-23
7233,SCAA,2014,WHITE,ACURA,RDX FWD,TECH PKG,SUV,6G,A,48346,43,1,4905515,22100,2017-03-23
7235,SCAA,2015,SILVER,ACURA,ILX,TECH PKG,4DSN,4G,A,18718,42,1,4905515,18100,2017-03-23
7238,SCAA,2014,WHITE,ACURA,RLX FWD,ADV PKG,4DSN,6G,A,33562,42,1,4905515,25700,2017-03-23
7239,SCAA,2013,GRAY,ACURA,TL FWD V6,TECH,4DSN,6G,A,67226,42,1,4905515,15100,2017-03-23
7240,SCAA,2014,BLACK,ACURA,TL FWD V6,TECH PKG,4DSN,6G,A,38451,42,1,4905515,18200,2017-03-23
7241,SCAA,2013,BLACK,ACURA,ILX,PREMIUM,4DSN,4G,A,50164,42,1,4905515,13700,2017-03-23
7244,SCAA,2014,GRAY,ACURA,TL FWD V6,TECH PKG,4DSN,6G,A,36982,41,1,4905515,18200,2017-03-23
7245,SCAA,2013,WHITE,ACURA,TL FWD V6,SPECIAL ED,4DSN,6G,A,37134,41,1,4905515,17000,2017-03-23
7246,SCAA,2014,BLACK,ACURA,TL FWD V6,SPECIAL ED,4DSN,6G,A,42362,41,1,4905515,17000,2017-03-23
7249,SCAA,2014,SILVER,ACURA,TL FWD V6,TECH PKG,4DSN,6G,A,28192,40,1,4905515,19200,2017-03-23
7251,SCAA,2014,GRAY,ACURA,ILX,PREMIUM,4DSN,4G,A,25913,39,1,4905515,15500,2017-03-23
7253,SCAA,2014,GRAY,ACURA,TL FWD V6,TECH PKG,4DSN,6G,A,27624,39,1,4905515,19200,2017-03-23
7254,SCAA,2014,SILVER,ACURA,ILX,PREMIUM,4DSN,4G,A,34429,39,1,4905515,14400,2017-03-23
7256,SCAA,2014,WHITE,ACURA,ILX,TECH PKG,4DSN,4G,A,35775,39,1,4905515,16000,2017-03-23
7257,SCAA,2014,BLACK,ACURA,TL FWD V6,SPECIAL ED,4DSN,6G,A,37325,39,1,4905515,17500,2017-03-23
7258,SCAA,2014,BLACK,ACURA,TL FWD V6,TECH PKG,4DSN,6G,A,42478,39,1,4905515,18200,2017-03-23
7259,SCAA,2014,WHITE,ACURA,ILX,TECH PKG,4DSN,4G,A,13423,38,1,4905515,16800,2017-03-23
7261,SCAA,2016,WHITE,ACURA,ILX,PREMIUM,4DSN,4G,A,16052,38,1,4905522,18300,2017-03-23
7262,SCAA,2014,WHITE,ACURA,ILX,PREMIUM,4DSN,4G,A,26511,38,1,4905515,14800,2017-03-23
7263,SCAA,2014,WHITE,ACURA,TL FWD V6,TECH PKG,4DSN,6G,A,36283,38,1,4905515,19000,2017-03-23
7264,SCAA,2014,GRAY,ACURA,RDX FWD,TECH PKG,SUV,6G,A,37516,38,2,4905515,21800,2017-03-23
7265,SCAA,2013,GRAY,ACURA,ILX,TECH PKG,4DSN,4G,A,39763,38,1,4905515,14800,2017-03-23
7266,SCAA,2014,GRAY,ACURA,ILX,PREMIUM,4DSN,4G,A,44338,38,1,4905515,13900,2017-03-23
7269,SCAA,2013,GRAY,ACURA,ILX,TECH PKG,4DSN,4G,A,25125,37,1,4905515,14900,2017-03-23
7272,SCAA,2014,GRAY,ACURA,MDX FWD,TECH PKG,SUV,6G,A,37685,37,1,4905515,27500,2017-03-23
7273,SCAA,2014,BLACK,ACURA,TL FWD V6,TECH PKG,4DSN,6G,A,41356,37,1,4905515,17600,2017-03-23
7275,SCAA,2014,GRAY,ACURA,RDX FWD,TECH PKG,SUV,6G,A,45568,37,1,4905515,21000,2017-03-23
7276,SCAA,2014,RED,ACURA,RDX FWD,TECH PKG,SUV,6G,A,19177,36,1,4905515,24200,2017-03-23
7278,SCAA,2014,MAROON,ACURA,RDX FWD,TECH PKG,SUV,6G,A,28902,36,1,4905515,22700,2017-03-23
7279,SCAA,2013,GRAY,ACURA,ILX,TECH PKG,4DSN,4G,A,29988,36,1,4905515,14800,2017-03-23
7281,SCAA,2014,BLACK,ACURA,RDX FWD,TECH PKG,SUV,6G,A,31400,36,1,4905515,23300,2017-03-23
7282,SCAA,2014,GRAY,ACURA,ILX,TECH PKG,4DSN,4G,A,33926,36,2,4905515,15300,2017-03-23
7284,SCAA,2013,GRAY,ACURA,ILX,TECH PKG,4DSN,4G,A,17624,35,1,4905515,14500,2017-03-23
7285,SCAA,2013,BLACK,ACURA,TL FWD V6,TECH,4DSN,6G,A,17780,35,1,4905515,15700,2017-03-23
7292,SCAA,2014,SILVER,ACURA,ILX,PREMIUM,4DSN,4G,A,43085,31,1,4905515,13000,2017-03-23
7295,SCAA,2014,WHITE,ACURA,ILX,TECH PKG,4DSN,4G,A,25505,26,1,4905515,14500,2017-03-23
7296,SCAA,2014,WHITE,ACURA,ILX,TECH PKG,4DSN,4G,A,19206,25,1,4905515,14600,2017-03-23
7302,FAA,2004,BLACK,ACURA,MDX 4X4,TOURING,SUV,6G,A,177750,21,2,4993653,2000,2017-03-23
7303,THAA,2013,BLACK,ACURA,TL FWD V6,TECH,4DSN,6G,A,19246,34,1,5338905,17500,2017-03-23
7304,TAA,2009,BLACK,ACURA,TL AWD V6,TECH,4DSN,6G,A,204244,37,1,5228247,8400,2017-03-23
7315,SVAA,1996,WHITE,ACURA,TL 5C,BASE,4DSN,5G,A,170083,20,1,5014999,1300,2017-03-23
7318,AAA,2013,BLACK,ACURA,TL FWD V6,TECH,4DSN,6G,A,65203,31,1,4905510,12600,2017-03-23
7321,FAAO,2014,BLACK,ACURA,ILX,2.4L PRM,4DSN,4G,6,24117,42,2,4905510,14400,2017-03-23
7323,FAAO,2014,SILVER,ACURA,TL FWD V6,TECH PKG,4DSN,6G,A,25698,42,1,4905510,18700,2017-03-23
7324,FAAO,2014,WHITE,ACURA,RDX FWD,TECH PKG,SUV,6G,A,30506,43,1,4905510,23800,2017-03-23
7326,GCAA,2014,BLACK,ACURA,TL FWD V6,SPECIAL ED,4DSN,6G,A,36851,43,1,4905510,17600,2017-03-23
7327,GCAA,2014,SILVER,ACURA,ILX,TECH PKG,4DSN,4G,A,19884,46,1,4905510,16100,2017-03-23
7328,OAA,2014,WHITE,ACURA,TL FWD V6,TECH PKG,4DSN,6G,A,44523,33,1,4905510,17000,2017-03-23
7331,SCAA,2014,WHITE,ACURA,RDX FWD,TECH PKG,SUV,6G,A,27634,44,1,4905515,24100,2017-03-23
7333,SCAA,2013,BLACK,ACURA,ILX,PREMIUM,4DSN,4G,A,25096,41,1,4905515,13600,2017-03-23
7335,SCAA,2014,SILVER,ACURA,ILX,TECH PKG,4DSN,4G,A,26612,41,1,4905515,15600,2017-03-23
7337,SCAA,2014,WHITE,ACURA,ILX,TECH PKG,4DSN,4G,A,23442,44,1,4905515,15600,2017-03-23
7338,SCAA,2014,WHITE,ACURA,ILX,TECH PKG,4DSN,4G,A,30807,44,1,4905515,15200,2017-03-23
7339,SCAA,2013,SILVER,ACURA,TL FWD V6,TECH,4DSN,6G,A,66877,39,1,4905515,13200,2017-03-23
7340,SCAA,2013,BLACK,ACURA,ILX,TECH PKG,4DSN,4G,A,51260,35,1,4905522,12700,2017-03-23
7344,SCAA,2014,SILVER,ACURA,RDX FWD,TECH PKG,SUV,6G,A,41570,40,1,4905515,22200,2017-03-23
7345,SCAA,2013,BLACK,ACURA,TL FWD V6,TECH,4DSN,6G,A,33773,39,1,4905515,16000,2017-03-23
7346,SCAA,2014,GRAY,ACURA,ILX,TECH PKG,4DSN,4G,A,42600,41,1,4905515,14700,2017-03-23
7352,NADE,2014,BLACK,ACURA,TL FWD V6,TECH PKG,4DSN,6G,A,36080,39,1,4905510,17900,2017-03-23
7353,NADE,2014,BLACK,ACURA,TL FWD V6,TECH PKG,4DSN,6G,A,31820,41,1,4905510,18200,2017-03-23
7355,MAA,2014,MAROON,ACURA,RDX AWD,TECH PKG,SUV,6G,A,31660,31,2,4910970,23500,2017-03-23
7357,MAA,2014,BLUE,ACURA,TL AWD V6,TECH PKG,4DSN,6G,A,35239,39,1,4905510,20900,2017-03-23
7358,MAA,2014,BLACK,ACURA,ILX,TECH PKG,4DSN,4G,A,36057,43,1,4905510,14700,2017-03-23
7361,MAA,2014,BROWN,ACURA,ILX,TECH PKG,4DSN,4G,A,22557,43,1,4905510,15800,2017-03-23
7362,MAA,2014,GREY,ACURA,TL FWD V6,TECH PKG,4DSN,6G,A,14181,36,1,4905510,20200,2017-03-23
7368,NVAA,2014,BLACK,ACURA,MDX AWD,TECH PKG,SUV,6G,A,23281,40,1,5218421,33250,2017-03-24
7370,NVAA,2012,BLACK,ACURA,TSX SPT WGN,TECH PKG,4WGN,4G,A,56664,45,1,5392849,17700,2017-03-24
7371,NVAA,2016,GRAY,ACURA,TLX FWD V6,V6,4DSN,6G,A,5629,49,1,5209751,27750,2017-03-24
7372,NVAA,2009,BLACK,ACURA,MDX,SPORT,SUV,6G,A,87662,37,1,5346215,14750,2017-03-24
7373,NVAA,2007,BLACK,ACURA,TL,TYPE-S,4DSN,6G,A,113421,20,1,5346215,9250,2017-03-24
7374,LMAA,2012,RED,ACURA,TSX 4C,SPECIAL ED,4DSN,4G,A,57968,20,1,4915459,11100,2017-03-24
7377,FAAO,1998,INZA RED,ACURA,CL V6,PREMIUM,2DCP,6G,A,149583,13,1,5357803,300,2017-03-24
7379,MAA,2012,BLACK,ACURA,TSX 4C,SE,4DSN,4G,A,46613,27,1,4970126,9800,2017-03-24
7380,MAA,2013,GREY,ACURA,TSX SPT WGN 4C,TECH PKG,4WGN,4G,A,85725,38,1,5411558,17200,2017-03-24
7381,MAA,2008,BLACK,ACURA,MDX 4X4,TECH PKG,SUV,6G,A,136559,29,1,5411558,9100,2017-03-24
7382,MAA,2010,BLACK,ACURA,MDX,TECH PKG,SUV,6G,A,117945,27,1,5361064,13600,2017-03-24
7384,MAA,2012,SILVER,ACURA,TL AWD V6,TECH PKG,4DSN,6G,A,69635,35,2,5367671,14400,2017-03-24
7385,MAA,2015,RED,ACURA,RDX AWD,TECH PKG,SUV,6G,A,20110,46,2,5033711,28700,2017-03-24
7386,MAA,2009,GREY,ACURA,TSX FWD,TECH PKG,4DSN,4G,A,92406,35,1,5402663,9100,2017-03-24
7388,MAA,2008,MAROON,ACURA,MDX 4X4,TECH PKG,SUV,6G,A,126524,31,1,5372193,10600,2017-03-24
7390,MAA,2016,SILVER,ACURA,MDX AWD,TECH PKG,SUV,6G,A,36008,42,1,5372193,36000,2017-03-24
7391,MAA,2013,BLACK,ACURA,MDX,TECH PKG,SUV,6G,A,37718,41,1,5372193,25600,2017-03-24
7392,MAA,2014,BLACK,ACURA,TL FWD V6,SPECIAL ED,4DSN,6G,A,24929,39,1,5054992,18800,2017-03-24
7393,MAA,2013,BLACK,ACURA,TL FWD V6,SPECIAL ED,4DSN,6G,A,31053,42,1,5409800,15900,2017-03-24
7396,MAA,2012,SILVER,ACURA,TSX 4C,SPECIAL ED,4DSN,4G,A,27844,50,2,5042109,15300,2017-03-24
7397,MAA,2015,GREY,ACURA,MDX AWD,TECH PKG,SUV,6G,A,18883,33,1,5380061,33750,2017-03-24
7400,MAA,2014,BLUE,ACURA,ILX,TECH PKG,4DSN,4G,A,12964,27,1,4905510,15400,2017-03-24
7403,MAA,2014,BLACK,ACURA,ILX,2.4L PRM,4DSN,4G,6,28021,23,1,4905510,13500,2017-03-24
7405,MAA,2013,GREY,ACURA,TL FWD V6,TECH,4DSN,6G,A,32928,21,3,4905510,13400,2017-03-24
7409,MAA,2015,BLACK,ACURA,MDX AWD,TECH PKG,SUV,6G,A,39071,28,1,4905510,29500,2017-03-24
7410,MAA,2014,GREY,ACURA,TL FWD V6,TECH PKG,4DSN,6G,A,49969,28,1,4905510,15200,2017-03-24
7412,MAA,2014,BLACK,ACURA,TL FWD V6,TECH PKG,4DSN,6G,A,23675,17,3,4905510,14500,2017-03-24
7413,MAA,2014,BLACK,ACURA,ILX,2.4L PRM,4DSN,4G,6,31061,28,1,4905510,12250,2017-03-24
7414,MAA,2014,SILVER,ACURA,RDX AWD,TECH PKG,SUV,6G,A,45945,16,3,4905510,17900,2017-03-24
7415,MAA,2014,BLACK,ACURA,RDX AWD,TECH PKG,SUV,6G,A,31727,22,3,4905510,15000,2017-03-24
7424,MAA,2014,WHITE,ACURA,MDX AWD,ADV PKG,SUV,6G,A,35026,42,1,4905510,32000,2017-03-24
7425,MAA,2015,BLUE,ACURA,TLX FWD V6,V6 TECH,4DSN,6G,A,36922,39,1,4905524,20900,2017-03-24
7426,MAA,2014,WHITE,ACURA,RLX FWD,TECH PKG,4DSN,6G,A,26027,38,1,4905510,23900,2017-03-24
7428,MAA,2014,MAROON,ACURA,MDX AWD,TECH PKG,SUV,6G,A,63523,31,1,4905510,23900,2017-03-24
7429,MAA,2016,GREY,ACURA,MDX AWD,TECH PKG,SUV,6G,A,8748,28,3,4905524,36700,2017-03-24
7436,AYCA,2006,BLACK,ACURA,MDX 4X4,TOURING,SUV,6G,A,160103,19,1,4938000,2700,2017-03-27
7438,UAA,2013,BLACK,ACURA,TL FWD V6,ADVANCE,4DSN,6G,A,54947,44,2,5061318,16300,2017-03-27
7441,GCAA,2013,WHITE,ACURA,TL FWD V6,TECH,4DSN,6G,A,44950,27,1,4905709,17300,2017-03-27
7442,GCAA,2014,WHITE,ACURA,TL FWD V6,TECH PKG,4DSN,6G,A,38062,41,1,4905709,20000,2017-03-27
7444,SLAA,2013,BLACK,ACURA,TL FWD V6,TECH,4DSN,6G,A,47803,35,2,5258824,15200,2017-03-27
7446,GCAA,1997,GREEN,ACURA,CL 4C,PREMIUM,2DCP,4G,A,59491,13,1,4918814,300,2017-03-27
7449,GCAA,2014,BLACK,ACURA,RLX FWD,TECH PKG,4DSN,6G,A,30987,31,1,4905510,21300,2017-03-27
7451,GCAA,2014,BLACK,ACURA,TL FWD V6,TECH PKG,4DSN,6G,A,31635,39,2,4905510,18700,2017-03-27
7452,GCAA,2014,BLACK,ACURA,TL FWD V6,TECH PKG,4DSN,6G,A,29252,37,1,4905510,18800,2017-03-27
7454,GCAA,2014,BLACK,ACURA,TL AWD V6,TECH PKG,4DSN,6G,A,33760,37,1,4905510,21000,2017-03-27
7457,GCAA,2014,BLACK,ACURA,RLX FWD,TECH PKG,4DSN,6G,A,36658,34,1,4905524,20100,2017-03-27
7459,NADE,2013,BLACK,ACURA,TL FWD V6,TECH,4DSN,6G,A,30156,37,2,4905510,14900,2017-03-27
7460,NADE,2014,BLACK,ACURA,TL FWD V6,SPECIAL ED,4DSN,6G,A,40424,36,3,4905510,15900,2017-03-27
7461,NADE,2013,BLACK,ACURA,TL FWD V6,TECH,4DSN,6G,A,36787,26,1,4905510,13700,2017-03-27
7462,TBAA,2009,SILVER,ACURA,MDX,TECH PKG,SUV,6G,A,128826,10,1,4925422,5200,2017-03-27
7463,MAA,2016,BLACK,ACURA,MDX AWD,ADVANCE,SUV,6G,A,14514,39,1,5261512,41000,2017-03-27
7465,MAA,2014,BLACK,ACURA,MDX AWD,TECH PKG,SUV,6G,A,20312,29,1,4905510,30300,2017-03-27
7468,BIGH,2001,SILVER,ACURA,CL,TYPE-S,2DCP,6G,A,182032,13,1,5305484,1700,2017-03-28
7469,BIGH,2014,BLACK,ACURA,TL AWD V6,TECH PKG,4DSN,6G,6,70348,35,1,5135202,16400,2017-03-28
7470,BIGH,2003,SILVER,ACURA,RSX,TYPE-S,2DCP,4G,6,44068,44,1,5135202,8300,2017-03-28
7472,HATA,1998,GREEN,ACURA,CL 4C,PREMIUM,2DCP,4G,A,119577,27,2,5028489,950,2017-03-28
7473,OAA,2015,BLACK,ACURA,TLX FWD 4C,TECH,4DSN,4G,A,38257,43,3,4940369,19400,2017-03-28
7475,BWAE,2001,GRAY,ACURA,MDX AWD,TOURING,SUV,6G,A,338787,13,1,5075821,600,2017-03-28
7482,FAAO,2011,GRAY,ACURA,MDX,ADV PKG,SUV,6G,A,122408,38,2,5398478,12300,2017-03-28
7486,AAAI,2008,WHITE,ACURA,MDX 4X4,TECH PKG,SUV,6G,A,179091,25,1,5228932,4000,2017-03-28
7495,TAA,2013,WHITE,ACURA,MDX,ELITE PKG,SUV,6G,A,107834,38,1,5134506,25500,2017-03-28
7508,SKYA,2007,BLACK,ACURA,RDX,TECH PKG,SUV,4GT,A,143650,41,1,5351446,4600,2017-03-28
7511,BWAE,2007,GRAY,ACURA,MDX,SPORT,SUV,6G,A,169012,35,3,5335280,7300,2017-03-28
7512,SKYA,2010,SILVER,ACURA,TSX FWD 4C,TECH PKG,4DSN,4G,A,118487,28,1,4938000,8200,2017-03-28
7514,BWAE,2006,GRAY,ACURA,MDX 4X4,TOURING,SUV,6G,A,152370,20,1,5314632,2500,2017-03-28
7518,FAAO,2012,BLACK,ACURA,MDX,TECH PKG,SUV,6G,A,54449,24,1,4938321,20200,2017-03-28
7519,HATA,2010,BLACK,ACURA,TL AWD V6,TECH MAN,4DSN,6G,6,131383,24,1,4910280,7300,2017-03-28
7520,RAA,2008,BLUE,ACURA,MDX 4X4,TECH PKG,SUV,6G,A,171069,23,5,5276326,5800,2017-03-28
7523,TAA,2014,BLACK,ACURA,TL AWD V6,TECH PKG,4DSN,6G,A,79797,43,5,5136142,20600,2017-03-28
7525,AAAW,2010,GRAY,ACURA,TL FWD V6,TECH,4DSN,6G,A,118890,24,3,4947327,8000,2017-03-28
7526,RAA,2006,RED,ACURA,RSX,TYPE-S,2DCP,4G,6,107868,27,2,5191775,7500,2017-03-28
7529,SVAA,2009,BLACK,ACURA,RDX,TECH PKG,SUV,4GT,A,114420,29,3,5201430,9900,2017-03-28
7533,SLAA,2009,WHITE,ACURA,TSX FWD,TECH PKG,4DSN,4G,A,82657,47,1,5066994,10400,2017-03-28
7534,BWAE,2009,BLACK,ACURA,TL AWD V6,TECH,4DSN,6G,A,98925,35,1,4938321,11600,2017-03-28
7537,FAAO,2014,BLACK,ACURA,RLX FWD,TECH PKG,4DSN,6G,A,35538,39,1,4905510,22600,2017-03-28
7541,FAAO,2014,GRAY,ACURA,ILX,TECH PKG,4DSN,4G,A,27802,35,1,4905510,16600,2017-03-28
7544,FAAO,2014,BLACK,ACURA,RDX FWD,TECH PKG,SUV,6G,A,19729,23,1,4905510,20400,2017-03-28
7549,DALA,2015,WHITE,ACURA,RDX FWD,TECH PKG,SUV,6G,A,44870,33,1,4970360,22900,2017-03-28
7554,AAA,2004,BROWN,ACURA,MDX 4X4,TOURING,SUV,6G,A,189469,15,1,5008222,2500,2017-03-28
7555,DAA,2003,WHITE,ACURA,MDX AWD,TOURING,SUV,6G,A,185555,27,1,4997100,3900,2017-03-28
7558,AAA,2008,BLUE,ACURA,RDX,TECH PKG,SUV,4GT,A,178796,24,6,4938270,3100,2017-03-28
7561,OAA,2014,BLACK,ACURA,TL FWD V6,TECH PKG,4DSN,6G,A,28361,42,2,4905510,19500,2017-03-28
