,auction_code,car_year,color,make,model,subseries,body,engine,transmission,mileage,condition_grade,times_run,seller,sale_price,formatted_sold_date
12870,DETA,2017,SILVER,LINCOLN,MKZ FWD 4C,SELECT,4DSN,4GT,A,16427.0,49,2.0,4901620.0,22900.0,2017-07-12
12875,DETA,2017,BLACK,LINCOLN,CONTINENTAL FWD,SELECT,4DSN,6G,A,5690.0,50,1.0,4901620.0,40000.0,2017-07-12
12876,DETA,2017,BLACK,LINCOLN,CONTINENTAL AWD,SELECT,4DSN,6G,A,6250.0,50,3.0,4901620.0,39300.0,2017-07-12
12877,DETA,2017,BLACK,LINCOLN,CONTINENTAL AWD,SELECT,4DSN,6GT,A,7699.0,40,1.0,4996207.0,48200.0,2017-07-12
12878,DETA,2017,BLUE,LINCOLN,MKZ FWD 4C,PREMIERE,4DSN,4GT,A,9509.0,47,1.0,4901620.0,23500.0,2017-07-12
12879,DETA,2017,SILVER,LINCOLN,MKZ FWD 4C,PREMIERE,4DSN,4GT,A,10867.0,50,1.0,4901620.0,22500.0,2017-07-12
12880,DETA,2017,BLUE,LINCOLN,MKZ FWD 4C,PREMIERE,4DSN,4GT,A,11363.0,49,1.0,4901620.0,22600.0,2017-07-12
12887,DETA,2017,GREEN,LINCOLN,MKZ FWD 4C,SELECT,4DSN,4GT,A,8865.0,48,3.0,4901620.0,25400.0,2017-07-12
12888,DETA,2017,GREEN,LINCOLN,MKZ FWD 4C,SELECT,4DSN,4GT,A,9850.0,49,3.0,4901620.0,23400.0,2017-07-12
12889,DETA,2017,GRAY,LINCOLN,MKZ FWD 4C,SELECT,4DSN,4GT,A,16497.0,47,1.0,4901620.0,21300.0,2017-07-12
12890,DETA,2017,GOLD,LINCOLN,MKZ FWD 4C,SELECT,4DSN,4GT,A,35448.0,42,1.0,4901620.0,19600.0,2017-07-12
12893,DETA,2017,RED,LINCOLN,MKZ FWD 4C,PREMIERE,4DSN,4GT,A,6557.0,43,1.0,4901620.0,23400.0,2017-07-12
12894,DETA,2017,BLACK,LINCOLN,MKZ FWD 4C,PREMIERE,4DSN,4GT,A,7587.0,47,1.0,4901620.0,23300.0,2017-07-12
12895,DETA,2017,SILVER,LINCOLN,MKZ AWD 4C,RESERVE,4DSN,4GT,A,5356.0,49,1.0,4901620.0,30300.0,2017-07-12
12896,DETA,2017,SILVER,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,6138.0,50,1.0,4901620.0,27100.0,2017-07-12
12897,DETA,2017,BLUE,LINCOLN,MKZ AWD V6,RESERVE,4DSN,6GT,A,6567.0,47,1.0,4901620.0,33000.0,2017-07-12
12898,DETA,2017,SILVER,LINCOLN,MKZ AWD 4C,RESERVE,4DSN,4GT,A,8828.0,48,1.0,4901620.0,30000.0,2017-07-12
12903,DETA,2015,WHITE,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,26939.0,44,1.0,4910256.0,18600.0,2017-07-12
12904,DETA,2017,RED,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,9613.0,47,1.0,4901620.0,27700.0,2017-07-12
12905,DETA,2017,BLUE,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,11958.0,36,1.0,4901620.0,29100.0,2017-07-12
12906,DETA,2017,GRAY,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,12151.0,46,3.0,4901620.0,29700.0,2017-07-12
12907,DETA,2017,BLACK,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,14899.0,43,1.0,4901620.0,30000.0,2017-07-12
12908,DETA,2017,BLUE,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,16686.0,43,2.0,4901620.0,29800.0,2017-07-12
12909,DETA,2017,RED,LINCOLN,MKC FWD 4C,RESERVE,SUV,4GT,A,16819.0,48,1.0,4901620.0,24500.0,2017-07-12
12910,DETA,2017,GOLD,LINCOLN,MKC FWD 4C,SELECT,SUV,4GT,A,15386.0,43,1.0,4901620.0,20000.0,2017-07-12
12911,DETA,2017,BLACK,LINCOLN,MKC FWD 4C,SELECT,SUV,4GT,A,15951.0,44,1.0,4901620.0,22900.0,2017-07-12
12912,DETA,2017,BLUE,LINCOLN,MKC AWD 4C,SELECT,SUV,4GT,A,19278.0,47,1.0,4901620.0,23700.0,2017-07-12
12913,DETA,2017,BLUE,LINCOLN,MKC AWD 4C,SELECT,SUV,4GT,A,19415.0,47,1.0,4901620.0,23500.0,2017-07-12
12916,DETA,2017,BLUE,LINCOLN,MKX FWD SUV,SELECT,SUV,6G,A,6523.0,44,1.0,4901620.0,30600.0,2017-07-12
12917,DETA,2017,BLUE,LINCOLN,MKX FWD SUV,SELECT,SUV,6GT,A,6686.0,41,1.0,4901620.0,31100.0,2017-07-12
12918,DETA,2016,BLUE,LINCOLN,MKX FWD SUV,SELECT,SUV,6G,A,22443.0,27,1.0,4901620.0,21000.0,2017-07-12
12919,DETA,2016,BLACK,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,20680.0,44,1.0,4901620.0,34400.0,2017-07-12
12920,DETA,2016,TAN,LINCOLN,MKX AWD SUV,SELECT,SUV,6GT,A,7281.0,48,2.0,4901620.0,34000.0,2017-07-12
12921,DETA,2016,BLACK,LINCOLN,NAVIGATOR L 4X4,SELECT,SUV,6GT,A,24251.0,44,1.0,4906104.0,44000.0,2017-07-12
12925,DETA,2017,GRAY,LINCOLN,MKC AWD 4C,PREMIERE,SUV,4GT,A,9496.0,44,1.0,4901620.0,23000.0,2017-07-12
12926,DETA,2017,BLACK,LINCOLN,MKC FWD 4C,PREMIERE,SUV,4GT,A,15443.0,47,1.0,4901620.0,20900.0,2017-07-12
12927,DETA,2017,SILVER,LINCOLN,MKC FWD 4C,PREMIERE,SUV,4GT,A,15564.0,47,1.0,4901620.0,20900.0,2017-07-12
12928,DETA,2017,BLUE,LINCOLN,MKC AWD 4C,PREMIERE,SUV,4GT,A,15794.0,41,1.0,4901620.0,21800.0,2017-07-12
12929,DETA,2017,SILVER,LINCOLN,MKC FWD 4C,PREMIERE,SUV,4GT,A,22650.0,48,1.0,4901620.0,20900.0,2017-07-12
12930,DETA,2017,WHITE,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,29519.0,48,1.0,4901620.0,27500.0,2017-07-12
12931,DETA,2017,BLACK,LINCOLN,MKX FWD SUV,PREMIERE,SUV,6G,A,5042.0,49,4.0,4901620.0,27100.0,2017-07-12
12935,DETA,2014,BROWN,LINCOLN,MKT AWD V6,ECOBOOST,4WGN,6GT,A,21218.0,39,1.0,4910256.0,26100.0,2017-07-12
12938,DETA,2014,WHITE,LINCOLN,MKT AWD V6,ECOBOOST,4WGN,6GT,A,19802.0,37,1.0,4910256.0,27600.0,2017-07-12
12947,ALBA,2000,GRAY,LINCOLN,TOWN CAR,SIGNATURE,4DSN,8G,A,135502.0,10,1.0,4977020.0,300.0,2017-07-12
12948,ALBA,2007,TAN,LINCOLN,TOWN CAR,SIGNATURE,4DSN,8G,A,1.0,10,1.0,4977020.0,600.0,2017-07-12
12949,BAA,2016,WHITE,LINCOLN,MKX AWD SUV,SELECT,SUV,6G,A,15840.0,10,2.0,4910984.0,16700.0,2017-07-12
12953,AAA,2004,WHITE,LINCOLN,AVIATOR 4X2,LUXURY,SUV,8G,A,188443.0,24,1.0,4932774.0,1200.0,2017-07-13
12954,DAAE,2007,BLACK,LINCOLN,NAVIGATOR 4X2,ULTIMATE,SUV,8G,A,136845.0,25,1.0,5007522.0,7000.0,2017-07-13
12966,DETA,2016,BROWN,LINCOLN,MKX FWD SUV,SELECT,SUV,6G,A,19752.0,37,1.0,4910256.0,27200.0,2017-07-13
12975,FADA,2003,RED,LINCOLN,NAVIGATOR 4X4,ULTIMATE,SUV,8G,A,159503.0,14,1.0,4903763.0,1400.0,2017-07-13
12981,SCAA,2005,WHITE,LINCOLN,NAVIGATOR 4X2,ULTIMATE,SUV,8G,A,107382.0,37,1.0,5105362.0,4000.0,2017-07-13
12995,SPAA,2003,SILVER,LINCOLN,AVIATOR 4X2,PREMIUM,SUV,8G,A,141505.0,26,1.0,5361338.0,1400.0,2017-07-13
13000,JAX,2005,BLUE,LINCOLN,TOWN CAR,SIGNATURE,4DSN,8G,A,112139.0,17,2.0,4940603.0,1100.0,2017-07-13
13003,DFWA,2017,BLACK,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,15564.0,45,1.0,4911692.0,35000.0,2017-07-13
13004,DFWA,2017,SILVER,LINCOLN,MKC FWD 4C,SELECT,SUV,4GT,A,14761.0,24,4.0,4901620.0,19900.0,2017-07-13
13005,FAA,2007,BLACK,LINCOLN,NAVIGATOR 4X4,ULTIMATE,SUV,8G,A,132076.0,28,1.0,5034348.0,8900.0,2017-07-13
13006,FAA,2005,WHITE,LINCOLN,NAVIGATOR 4X4,ULTIMATE,SUV,8G,A,141259.0,28,1.0,5154879.0,4000.0,2017-07-13
13011,SCAA,2015,GRAY,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,29500.0,36,1.0,4910257.0,18000.0,2017-07-13
13013,SCAA,2015,BLACK,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,29379.0,28,2.0,4910257.0,17000.0,2017-07-13
13015,TBAA,2013,SILVER,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,41774.0,41,1.0,5003969.0,13500.0,2017-07-13
13017,FAA,2004,BLACK,LINCOLN,AVIATOR AWD,ULTIMATE,SUV,8G,A,187818.0,28,1.0,5099085.0,1700.0,2017-07-13
13024,FAA,2004,WHITE,LINCOLN,NAVIGATOR 4X4,LUXURY,SUV,8G,A,118651.0,15,2.0,5096771.0,2500.0,2017-07-13
13025,PXAA,2004,GOLD,LINCOLN,AVIATOR AWD,LUXURY,SUV,8G,A,94175.0,32,1.0,4907804.0,2300.0,2017-07-13
13028,TBAA,2016,SILVER,LINCOLN,MKC AWD 4C,PREMIER,SUV,4GT,A,10762.0,37,1.0,4910257.0,23600.0,2017-07-13
13037,GCAA,2014,TAN,LINCOLN,MKT AWD V6,ECOBOOST,4WGN,6GT,A,50684.0,33,1.0,4910256.0,22400.0,2017-07-13
13044,DETA,2005,BLACK,LINCOLN,NAVIGATOR 4X4,ULTIMATE,SUV,8G,A,131281.0,16,1.0,5111833.0,1550.0,2017-07-13
13052,GCAA,2014,RED,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,32567.0,29,1.0,4910256.0,16600.0,2017-07-13
13057,DETA,1998,TAN,LINCOLN,TOWN CAR,SIGNATURE,4DSN,8G,A,135611.0,0,2.0,4938270.0,600.0,2017-07-13
13074,SKYA,2003,WHITE,LINCOLN,LS V8,SPORT,4DSN,8G,A,147180.0,23,2.0,4938270.0,500.0,2017-07-13
13075,NASH,2014,GRAY,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,72326.0,41,2.0,4910256.0,12500.0,2017-07-13
13076,OAA,2015,BLACK,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,35896.0,46,1.0,4910256.0,16600.0,2017-07-13
13077,AAAW,2017,BLACK,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,29357.0,35,3.0,4906104.0,23100.0,2017-07-13
13078,NASH,2016,GRAY,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,13097.0,37,2.0,4901620.0,35500.0,2017-07-13
13079,NASH,2017,WHITE,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,30754.0,35,4.0,4906104.0,24000.0,2017-07-13
13080,MAA,2017,BLACK,LINCOLN,MKZ AWD 4C,RESERVE,4DSN,4GT,A,13327.0,46,1.0,4901620.0,29300.0,2017-07-13
13081,MAA,2017,BLUE,LINCOLN,CONTINENTAL AWD,RESERVE,4DSN,6GT,A,13872.0,43,1.0,4901620.0,56000.0,2017-07-13
13082,MAA,2017,BLACK,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,17118.0,41,1.0,4901620.0,28000.0,2017-07-13
13083,MAA,2017,SILVER,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,19859.0,36,1.0,4901620.0,27800.0,2017-07-13
13084,MAA,2017,RED,LINCOLN,MKC AWD 4C,SELECT,SUV,4GT,A,12472.0,38,1.0,4901620.0,25100.0,2017-07-13
13085,MAA,2017,BLACK,LINCOLN,MKC AWD 4C,PREMIERE,SUV,4GT,A,8778.0,44,1.0,4901620.0,23400.0,2017-07-13
13086,MAA,2017,BLACK,LINCOLN,MKC AWD 4C,PREMIERE,SUV,4GT,A,23634.0,42,1.0,4901620.0,20600.0,2017-07-13
13087,MAA,2017,BLACK,LINCOLN,MKC AWD 4C,PREMIERE,SUV,4GT,A,15114.0,44,1.0,4901620.0,22000.0,2017-07-13
13088,MAA,2017,RED,LINCOLN,CONTINENTAL AWD,RESERVE,4DSN,6GT,A,9833.0,42,1.0,4901620.0,45500.0,2017-07-13
13090,MAA,2014,WHITE,LINCOLN,MKS AWD V6,ECOBOOST,4DSN,6GT,A,34355.0,40,1.0,4901620.0,18900.0,2017-07-13
13091,MAA,2016,GREY,LINCOLN,MKS AWD V6,ECOBOOST,4DSN,6GT,A,13605.0,42,1.0,4901620.0,30200.0,2017-07-13
13092,MAA,2017,RED,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,19747.0,45,1.0,4901620.0,29200.0,2017-07-13
13093,MAA,2017,RED,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,17175.0,47,1.0,4901620.0,28300.0,2017-07-13
13094,MAA,2017,BLUE,LINCOLN,MKC AWD 4C,SELECT,SUV,4GT,A,16476.0,37,1.0,4901620.0,24100.0,2017-07-13
13095,MAA,2017,GOLD,LINCOLN,CONTINENTAL AWD,RESERVE,4DSN,6GT,A,10364.0,49,1.0,4901620.0,45000.0,2017-07-13
13096,MAA,2016,BLUE,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,15842.0,44,1.0,4903013.0,36500.0,2017-07-13
13097,MAA,2017,GREY,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,13405.0,44,1.0,4901620.0,31200.0,2017-07-13
13098,MAA,2017,BLUE,LINCOLN,MKZ AWD V6,SELECT,4DSN,6GT,A,22699.0,46,1.0,4901620.0,26100.0,2017-07-13
13099,MAA,2016,SILVER,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,14013.0,50,1.0,4901620.0,32800.0,2017-07-13
13100,MAA,2016,RED,LINCOLN,MKX AWD SUV,RESERVE,SUV,6GT,A,8457.0,42,2.0,4901620.0,38300.0,2017-07-13
13101,MAA,2016,WHITE,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,9335.0,43,1.0,4901620.0,36900.0,2017-07-13
13102,MAA,2016,BLUE,LINCOLN,MKX AWD SUV,SELECT,SUV,6GT,A,8874.0,37,1.0,4901620.0,32500.0,2017-07-13
13103,MAA,2016,WHITE,LINCOLN,MKX FWD SUV,SELECT,SUV,6GT,A,4516.0,47,2.0,4901620.0,29900.0,2017-07-13
13106,MAA,2017,GREY,LINCOLN,MKZ FWD 4C,SELECT,4DSN,4GT,A,4790.0,48,1.0,4901620.0,25300.0,2017-07-13
13114,MAA,2015,BLACK,LINCOLN,MKS AWD V6,ECOBOOST,4DSN,6GT,A,54760.0,25,2.0,4910256.0,17900.0,2017-07-13
13117,NVAA,2017,BLUE,LINCOLN,CONTINENTAL AWD,RESERVE,4DSN,6GT,A,4958.0,43,1.0,5082819.0,45000.0,2017-07-14
13119,LMAA,2007,WHITE,LINCOLN,NAVIGATOR 4X2,ULTIMATE,SUV,8G,A,134360.0,37,1.0,4918814.0,7100.0,2017-07-14
13120,LMAA,2016,WHITE,LINCOLN,MKC FWD 4C,RESERVE,SUV,4GT,A,7762.0,42,1.0,4996976.0,29000.0,2017-07-14
13121,LMAA,2015,GRAY,LINCOLN,MKS AWD V6,ECOBOOST,4DSN,6GT,A,16094.0,42,1.0,4910256.0,25700.0,2017-07-14
13127,CADE,2001,WHITE,LINCOLN,TOWN CAR,EXECUTIVE,4DSN,8G,A,27045.0,25,1.0,5179458.0,3500.0,2017-07-14
13132,SCAA,2016,WHITE,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,30453.0,42,2.0,4906104.0,32300.0,2017-07-14
13140,MAA,2014,WHITE,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,67223.0,43,1.0,5402663.0,13400.0,2017-07-14
13154,AYCA,2016,ORANGE,LINCOLN,MKZ AWD V6,BLACK LABL,4DSN,6G,A,19141.0,34,1.0,4938000.0,26800.0,2017-07-17
13155,NADE,2003,SILVER,LINCOLN,AVIATOR AWD,PREMIUM,SUV,8G,A,116875.0,15,2.0,5392735.0,1600.0,2017-07-17
13156,DALA,2006,BLACK,LINCOLN,TOWN CAR,EXEC L LIV,4DSN,8G,A,310276.0,13,1.0,4995547.0,1100.0,2017-07-17
13158,GCAA,2016,BLACK,LINCOLN,MKS AWD V6,ECOBOOST,4DSN,6GT,A,6165.0,42,2.0,4901620.0,30700.0,2017-07-17
13160,KCAA,2017,WHITE,LINCOLN,NAVIGATOR L 4X4,SELECT,SUV,6GT,A,27038.0,45,8.0,4901083.0,49500.0,2017-07-17
13165,THAA,2017,BLACK,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,28250.0,41,1.0,4906104.0,22900.0,2017-07-17
13166,THAA,2016,WHITE,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,14640.0,50,2.0,4901620.0,36700.0,2017-07-17
13170,AAAW,2017,GRAY,LINCOLN,CONTINENTAL FWD,RESERVE,4DSN,6GT,A,12110.0,43,1.0,4911692.0,46500.0,2017-07-18
13171,AAAW,2017,WHITE,LINCOLN,CONTINENTAL FWD,RESERVE,4DSN,6GT,A,13830.0,44,1.0,4911692.0,46800.0,2017-07-18
13176,HATA,2005,TAN,LINCOLN,TOWN CAR,SIG LTD,4DSN,8G,A,101306.0,49,1.0,5411530.0,4950.0,2017-07-18
13182,FAAO,2012,BLUE,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,33847.0,42,1.0,5201779.0,11800.0,2017-07-18
13183,BWAE,2003,GRAY,LINCOLN,TOWN CAR,SIGNATURE,4DSN,8G,O,135336.0,36,1.0,5343742.0,2500.0,2017-07-18
13184,RAA,2004,BLACK,LINCOLN,AVIATOR 4X2,LUXURY,SUV,8G,A,126702.0,25,1.0,5065850.0,2100.0,2017-07-18
13185,SKYA,2008,BLACK,LINCOLN,TOWN CAR,LIMITED,4DSN,8G,A,237418.0,13,2.0,5057200.0,650.0,2017-07-18
13186,AAAI,2004,RED,LINCOLN,AVIATOR AWD,ULTIMATE,SUV,8G,A,125100.0,25,3.0,5209941.0,1900.0,2017-07-18
13191,HATA,2011,BLACK,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,171949.0,37,3.0,4912056.0,3500.0,2017-07-18
13192,AAAW,2009,TAN,LINCOLN,TOWN CAR,SIG LTD,4DSN,8ET,A,113684.0,30,1.0,4904222.0,4600.0,2017-07-18
13196,NAA,2017,SILVER,LINCOLN,MKZ AWD V6,RESERVE,4DSN,6GT,A,14003.0,41,1.0,4901620.0,35200.0,2017-07-18
13197,NAA,2016,BLACK,LINCOLN,NAVIGATOR 4X4,RESERVE,SUV,6GT,A,12655.0,37,1.0,4901620.0,49100.0,2017-07-18
13198,NAA,2016,WHITE,LINCOLN,MKT AWD V6,ECOBOOST,SUV,6GT,A,3829.0,41,1.0,4901620.0,35000.0,2017-07-18
13201,NAA,2015,BLACK,LINCOLN,MKT AWD V6,ECOBOOST,4WGN,6GT,A,8596.0,47,2.0,4901620.0,30700.0,2017-07-18
13202,NAA,2016,GRAY,LINCOLN,NAVIGATOR 4X4,SELECT,SUV,6GT,A,9805.0,45,2.0,4901620.0,46500.0,2017-07-18
13203,NAA,2015,GRAY,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,17.0,46,5.0,4903013.0,25000.0,2017-07-18
13205,NAA,2016,BLUE,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,7028.0,46,1.0,4901620.0,34500.0,2017-07-18
13206,NAA,2016,BLACK,LINCOLN,MKX AWD SUV,SELECT,SUV,6GT,A,7466.0,48,1.0,4901620.0,33300.0,2017-07-18
13208,NAA,2016,WHITE,LINCOLN,MKX AWD SUV,SELECT,SUV,6G,A,1306.0,47,2.0,4901620.0,33300.0,2017-07-18
13211,NAA,2015,GRAY,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,32919.0,36,1.0,4910256.0,16100.0,2017-07-18
13212,SSAA,2016,BLACK,LINCOLN,NAVIGATOR L 4X4,SELECT,SUV,6GT,A,28058.0,41,1.0,4906104.0,39400.0,2017-07-18
13215,KCAA,2016,WHITE,LINCOLN,MKX AWD SUV,RESERVE,SUV,6GT,A,7856.0,47,1.0,4901620.0,38600.0,2017-07-18
13216,KCAA,2017,BLACK,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,35327.0,44,1.0,4906104.0,23200.0,2017-07-18
13217,KCAA,2016,BLACK,LINCOLN,NAVIGATOR L 4X4,SELECT,SUV,6GT,A,32137.0,38,1.0,4906104.0,41500.0,2017-07-18
13218,KCAA,2016,BLACK,LINCOLN,NAVIGATOR L 4X4,SELECT,SUV,6GT,A,42978.0,39,1.0,4906104.0,37500.0,2017-07-18
13219,KCAA,2016,BLACK,LINCOLN,NAVIGATOR L 4X4,SELECT,SUV,6GT,A,23109.0,43,1.0,4906104.0,43600.0,2017-07-18
13221,KCAA,2016,SILVER,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,11015.0,42,1.0,4901620.0,31700.0,2017-07-18
13222,KCAA,2016,BLACK,LINCOLN,MKX FWD SUV,SELECT,SUV,6G,A,26079.0,37,1.0,4901620.0,23000.0,2017-07-18
13223,GOAA,2004,SILVER,LINCOLN,AVIATOR 4X2,ULTIMATE,SUV,8G,A,46790.0,21,4.0,5011412.0,5200.0,2017-07-18
13224,AAA,2006,RED,LINCOLN,LS,SPORT,4DSN,8G,A,71631.0,24,1.0,5089539.0,1700.0,2017-07-18
13227,DAA,2004,SILVER,LINCOLN,NAVIGATOR 4X4,LUXURY,SUV,8G,A,130541.0,27,1.0,4945245.0,4000.0,2017-07-18
13229,AAAW,2017,BLUE,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,19689.0,38,4.0,4911692.0,35000.0,2017-07-18
13232,DFWA,2016,BLACK,LINCOLN,MKX FWD SUV,SELECT,SUV,6G,A,23167.0,45,2.0,4903013.0,27000.0,2017-07-18
13234,NASH,2017,WHITE,LINCOLN,NAVIGATOR L 4X2,SELECT,SUV,6GT,A,17906.0,48,2.0,4905916.0,49000.0,2017-07-18
13236,TBAA,2014,GRAY,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,36985.0,41,2.0,4910257.0,14800.0,2017-07-18
13243,LMAA,2006,WHITE,LINCOLN,NAVIGATOR 4X4,LUXURY,SUV,8G,A,157414.0,10,5.0,5094044.0,500.0,2017-07-18
13244,SVAA,2017,BLACK,LINCOLN,MKC FWD 4C,PREMIERE,SUV,4GT,A,12454.0,0,1.0,4910986.0,16500.0,2017-07-18
13245,MAA,2017,GREY,LINCOLN,CONTINENTAL FWD,SELECT,4DSN,6G,A,22358.0,46,1.0,4901620.0,31000.0,2017-07-18
13249,BAA,2015,WHITE,LINCOLN,MKT AWD V6,ECOBOOST,4WGN,6GT,A,20165.0,42,2.0,5009649.0,29100.0,2017-07-19
13252,NASH,2017,BLACK,LINCOLN,NAVIGATOR L 4X2,SELECT,SUV,6GT,A,18336.0,46,1.0,4905916.0,49200.0,2017-07-19
13259,DALA,2003,BROWN,LINCOLN,TOWN CAR,SIGNATURE,4DSN,8G,O,98650.0,38,1.0,5076609.0,3300.0,2017-07-19
13268,NASH,2016,BLACK,LINCOLN,NAVIGATOR L 4X2,SELECT,SUV,6GT,A,27877.0,37,1.0,4906104.0,38000.0,2017-07-19
13269,NASH,2017,SILVER,LINCOLN,CONTINENTAL FWD,RESERVE,4DSN,6GT,A,12829.0,41,1.0,4905916.0,46500.0,2017-07-19
13271,NASH,2017,WHITE,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,15946.0,39,1.0,4905916.0,35900.0,2017-07-19
13272,NASH,2017,GOLD,LINCOLN,CONTINENTAL FWD,RESERVE,4DSN,6GT,A,12803.0,49,1.0,4905916.0,46500.0,2017-07-19
13274,HAA,2003,SILVER,LINCOLN,AVIATOR AWD,LUXURY,SUV,8G,A,198417.0,28,1.0,4938270.0,800.0,2017-07-19
13280,GOAA,2010,SILVER,LINCOLN,MKS AWD V6,ECOBOOST,4DSN,6GT,A,104913.0,36,1.0,5122640.0,6600.0,2017-07-19
13284,BCAA,2007,SILVER,LINCOLN,TOWN CAR,SIGNATURE,4DSN,8G,A,116557.0,33,1.0,5052323.0,1300.0,2017-07-19
13285,DAA,2017,BLACK,LINCOLN,NAVIGATOR L 4X4,SELECT,SUV,6GT,A,17489.0,45,6.0,4911472.0,51000.0,2017-07-19
13286,DALA,2014,SILVER,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,33826.0,41,2.0,5323965.0,17750.0,2017-07-19
13296,KCAA,1997,WHITE,LINCOLN,TOWN CAR,SIGNATURE,4DSN,8G,A,129303.0,29,1.0,4908970.0,1300.0,2017-07-19
13300,MMAA,2004,SILVER,LINCOLN,AVIATOR AWD,ULTIMATE,SUV,8G,A,181571.0,16,2.0,5026048.0,1600.0,2017-07-19
13313,NADE,2016,BLACK,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,17586.0,40,1.0,4910256.0,18900.0,2017-07-19
13319,CADE,2014,BLACK,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,43339.0,35,1.0,5233091.0,16000.0,2017-07-19
13324,CADE,2005,BLACK,LINCOLN,NAVIGATOR 4X2,ULTIMATE,SUV,8G,A,195271.0,18,1.0,5171823.0,1500.0,2017-07-19
13329,NASH,2017,BLACK,LINCOLN,NAVIGATOR 4X2,SELECT,SUV,6GT,A,15822.0,48,2.0,5258127.0,48100.0,2017-07-19
13334,DALA,2011,SILVER,LINCOLN,MKT AWD V6,ECOBOOST,4WGN,6GT,A,98411.0,36,1.0,5019818.0,10400.0,2017-07-19
13337,KCAA,2016,TAN,LINCOLN,MKX AWD SUV,RESERVE,SUV,6GT,A,8006.0,41,2.0,4901620.0,37100.0,2017-07-19
13343,SAAA,2005,BLUE,LINCOLN,TOWN CAR,SIGNATURE,4DSN,8G,A,139239.0,17,2.0,4938270.0,1000.0,2017-07-19
13348,TBAA,2017,GRAY,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,34312.0,44,1.0,4906104.0,22300.0,2017-07-19
13351,TBAA,2017,BLUE,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,26908.0,44,1.0,4901620.0,26300.0,2017-07-19
13352,TBAA,2016,RED,LINCOLN,NAVIGATOR 4X2,SELECT,SUV,6GT,A,7138.0,37,1.0,4901620.0,44700.0,2017-07-19
13354,TBAA,2016,WHITE,LINCOLN,MKX AWD SUV,RESERVE,SUV,6GT,A,21326.0,45,1.0,4910256.0,35100.0,2017-07-19
13355,TBAA,2016,BLACK,LINCOLN,MKX FWD SUV,SELECT,SUV,6GT,A,8452.0,44,1.0,4910256.0,28600.0,2017-07-19
13356,TBAA,2014,SILVER,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,30489.0,42,1.0,4910257.0,16100.0,2017-07-19
