,auction_code,car_year,color,make,model,subseries,body,engine,transmission,mileage,condition_grade,times_run,seller,sale_price,formatted_sold_date
13357,TBAA,2015,RED,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,41199.0,46,1.0,4910257.0,16600.0,2017-07-19
13358,TBAA,2017,BLACK,LINCOLN,CONTINENTAL FWD,SELECT,4DSN,6GT,A,6826.0,49,1.0,4901620.0,28000.0,2017-07-19
13359,TBAA,2017,SILVER,LINCOLN,MKC FWD 4C,PREMIERE,SUV,4GT,A,6308.0,44,1.0,4901620.0,20300.0,2017-07-19
13360,TBAA,2017,SILVER,LINCOLN,MKZ FWD 4C,HY PREMIER,4DSN,4H,A,2214.0,49,1.0,4901620.0,20500.0,2017-07-19
13361,SCAA,2017,BLACK,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,16924.0,43,1.0,4901620.0,26500.0,2017-07-19
13364,SCAA,2016,GRAY,LINCOLN,MKC FWD 4C,RESERVE,SUV,4GT,A,8254.0,49,1.0,4901620.0,28000.0,2017-07-19
13371,DFWA,2016,WHITE,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,14739.0,42,1.0,4901620.0,30300.0,2017-07-19
13372,DFWA,2017,BLACK,LINCOLN,NAVIGATOR 4X4,SELECT,SUV,6GT,A,8.0,13,1.0,4901620.0,43500.0,2017-07-19
13373,DFWA,2017,WHITE,LINCOLN,MKZ FWD 4C,SELECT,4DSN,4GT,A,10358.0,43,1.0,4901620.0,24800.0,2017-07-19
13374,DFWA,2017,SILVER,LINCOLN,MKZ FWD 4C,SELECT,4DSN,4GT,A,28316.0,46,1.0,4901620.0,22500.0,2017-07-19
13376,DFWA,2017,SILVER,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,6886.0,47,1.0,4901620.0,29000.0,2017-07-19
13377,DFWA,2017,WHITE,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,8550.0,48,1.0,4901620.0,28800.0,2017-07-19
13378,DFWA,2017,RED,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,9310.0,44,1.0,4901620.0,26500.0,2017-07-19
13379,DFWA,2017,GOLD,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,12842.0,45,1.0,4901620.0,12100.0,2017-07-19
13380,DFWA,2017,RED,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,14204.0,43,1.0,4901620.0,25900.0,2017-07-19
13381,DFWA,2017,RED,LINCOLN,MKZ FWD 4C,SELECT,4DSN,4GT,A,20394.0,43,1.0,4901620.0,19900.0,2017-07-19
13382,DFWA,2015,WHITE,LINCOLN,MKT AWD V6,ECOBOOST,4WGN,6GT,A,14903.0,43,1.0,4901620.0,29000.0,2017-07-19
13383,DFWA,2017,RED,LINCOLN,MKC FWD 4C,SELECT,SUV,4GT,A,13332.0,41,1.0,4901620.0,24600.0,2017-07-19
13384,DFWA,2016,BLACK,LINCOLN,MKC FWD 4C,SELECT,SUV,4GT,A,12498.0,46,1.0,4901620.0,25600.0,2017-07-19
13385,DFWA,2015,RED,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,20463.0,43,1.0,4910256.0,19800.0,2017-07-19
13388,DFWA,2017,SILVER,LINCOLN,MKC FWD 4C,PREMIERE,SUV,4GT,A,22852.0,44,1.0,4901620.0,19400.0,2017-07-19
13389,DFWA,2017,RED,LINCOLN,MKC AWD 4C,SELECT,SUV,4GT,A,9237.0,47,1.0,4901620.0,27700.0,2017-07-19
13391,DFWA,2016,RED,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,7136.0,39,1.0,4901620.0,37000.0,2017-07-19
13392,DFWA,2017,SILVER,LINCOLN,MKZ FWD 4C,PREMIERE,4DSN,4GT,A,14873.0,36,1.0,4973344.0,22700.0,2017-07-19
13393,DFWA,2017,SILVER,LINCOLN,MKC AWD 4C,PREMIERE,SUV,4GT,A,13742.0,43,1.0,4973344.0,24000.0,2017-07-19
13394,DFWA,2017,BLACK,LINCOLN,MKC FWD 4C,PREMIERE,SUV,4GT,A,21570.0,45,1.0,4973344.0,21600.0,2017-07-19
13396,DFWA,2017,BLUE,LINCOLN,MKC FWD 4C,SELECT,SUV,4GT,A,19433.0,45,1.0,4901620.0,22500.0,2017-07-19
13397,DFWA,2017,RED,LINCOLN,MKC FWD 4C,RESERVE,SUV,4GT,A,17885.0,44,1.0,4901620.0,27100.0,2017-07-19
13403,DETA,2014,BLACK,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,41211.0,41,2.0,4910256.0,15900.0,2017-07-19
13409,GCAA,2017,BLUE,LINCOLN,CONTINENTAL AWD,SELECT,4DSN,6GT,A,17427.0,37,6.0,4901620.0,41600.0,2017-07-19
13411,GOAA,2004,SILVER,LINCOLN,NAVIGATOR 4X2,LUXURY,SUV,8G,A,206020.0,10,1.0,5140164.0,500.0,2017-07-19
13415,NADE,2016,BLACK,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,13999.0,10,5.0,4904566.0,6200.0,2017-07-19
13418,MAA,2017,RED,LINCOLN,CONTINENTAL AWD,SELECT,4DSN,6G,A,38325.0,46,3.0,4901620.0,29900.0,2017-07-19
13419,MAA,2017,BLACK,LINCOLN,CONTINENTAL FWD,SELECT,4DSN,6G,A,14555.0,38,2.0,4901620.0,33800.0,2017-07-19
13420,MAA,2017,BLACK,LINCOLN,CONTINENTAL AWD,PREMIERE,4DSN,6G,A,9637.0,48,3.0,4901620.0,32000.0,2017-07-19
13425,DETA,2015,BLACK,LINCOLN,MKT AWD V6,ECOBOOST,4WGN,6GT,A,15852.0,33,4.0,4910256.0,28300.0,2017-07-20
13426,DETA,2014,BROWN,LINCOLN,MKT AWD V6,ECOBOOST,4WGN,6GT,A,28623.0,46,1.0,4910256.0,26400.0,2017-07-20
13432,DFWA,2006,TAN,LINCOLN,TOWN CAR,SIGNATURE,4DSN,8G,A,140445.0,36,2.0,4925422.0,1400.0,2017-07-20
13434,NSAA,2013,GOLD,LINCOLN,MKT AWD V6,ECOBOOST,4WGN,6GT,A,52542.0,34,1.0,5013033.0,18100.0,2017-07-20
13447,SCAA,2005,BEIGE,LINCOLN,NAVIGATOR 4X4,LUXURY,SUV,8G,A,103975.0,37,1.0,5112364.0,5800.0,2017-07-20
13452,SCAA,2005,WHITE,LINCOLN,NAVIGATOR 4X2,ULTIMATE,SUV,8G,A,162414.0,41,1.0,5033211.0,3000.0,2017-07-20
13456,TBAA,2016,SILVER,LINCOLN,MKT AWD V6,ECOBOOST,SUV,6GT,A,6251.0,45,1.0,5003969.0,32000.0,2017-07-20
13458,DFWA,2017,BLACK,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,4480.0,43,1.0,4910256.0,26800.0,2017-07-20
13459,FAA,2004,GREEN,LINCOLN,LS V6,LUXURY,4DSN,6G,A,82545.0,26,1.0,5034348.0,3500.0,2017-07-20
13466,MISS,2005,GOLD,LINCOLN,NAVIGATOR 4X2,LUXURY,SUV,8G,A,181143.0,20,1.0,4919911.0,600.0,2017-07-20
13469,SCAA,2016,SILVER,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,8483.0,39,1.0,4910256.0,23700.0,2017-07-20
13471,SCAA,2015,BLACK,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,49861.0,14,1.0,4910257.0,14000.0,2017-07-20
13474,THAA,2014,WHITE,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,33505.0,43,1.0,4910256.0,18800.0,2017-07-20
13486,TBAA,2016,BLACK,LINCOLN,MKX AWD SUV,RESERVE,SUV,6GT,A,12033.0,43,2.0,4903013.0,38000.0,2017-07-20
13498,GCAA,2014,BLACK,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,22241.0,20,1.0,4910256.0,14800.0,2017-07-20
13500,GCAA,2014,BLACK,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,25687.0,36,1.0,4910256.0,16700.0,2017-07-20
13501,GCAA,2014,RED,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,29621.0,20,1.0,4910256.0,15600.0,2017-07-20
13505,GCAA,2014,WHITE,LINCOLN,MKS AWD V6,ECOBOOST,4DSN,6GT,A,43612.0,31,1.0,4910256.0,19700.0,2017-07-20
13519,NASH,2017,WHITE,LINCOLN,MKC FWD 4C,RESERVE,SUV,4GT,A,20597.0,43,1.0,4901620.0,28700.0,2017-07-20
13520,NASH,2014,BLACK,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,37316.0,35,1.0,4910256.0,16500.0,2017-07-20
13522,NASH,2016,BLUE,LINCOLN,MKX FWD SUV,RESERVE,SUV,6GT,A,4161.0,50,1.0,4901620.0,39200.0,2017-07-20
13523,NASH,2016,WHITE,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,5762.0,44,1.0,4901620.0,39900.0,2017-07-20
13524,NASH,2016,TAN,LINCOLN,MKX FWD SUV,RESERVE,SUV,6GT,A,6853.0,45,1.0,4901620.0,39100.0,2017-07-20
13525,NASH,2017,BLACK,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,33182.0,37,2.0,4906104.0,23400.0,2017-07-20
13527,NASH,2016,BROWN,LINCOLN,MKX FWD SUV,SELECT,SUV,6GT,A,4917.0,46,1.0,4901620.0,34500.0,2017-07-20
13528,NASH,2016,BROWN,LINCOLN,MKX FWD SUV,SELECT,SUV,6G,A,6591.0,46,1.0,4901620.0,33100.0,2017-07-20
13529,NASH,2016,BLACK,LINCOLN,MKX FWD SUV,SELECT,SUV,6G,A,7025.0,43,1.0,4901620.0,32500.0,2017-07-20
13530,NASH,2016,TAN,LINCOLN,MKX FWD SUV,SELECT,SUV,6G,A,8650.0,48,1.0,4901620.0,31000.0,2017-07-20
13535,BAA,2017,WHITE,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,3648.0,50,1.0,4901620.0,32000.0,2017-07-20
13537,BAA,2017,RED,LINCOLN,MKZ AWD 4C,RESERVE,4DSN,4GT,A,8660.0,49,1.0,4901620.0,28100.0,2017-07-20
13538,BAA,2017,RED,LINCOLN,MKZ AWD V6,RESERVE,4DSN,6GT,A,15081.0,48,1.0,4901620.0,31500.0,2017-07-20
13541,BAA,2016,BLACK,LINCOLN,MKX AWD SUV,SELECT,SUV,6G,A,3257.0,39,2.0,4901620.0,29000.0,2017-07-20
13545,BAA,2017,GOLD,LINCOLN,MKC AWD 4C,SELECT,SUV,4GT,A,7922.0,49,7.0,4901620.0,26500.0,2017-07-20
13546,BAA,2017,BLACK,LINCOLN,MKZ AWD V6,SELECT,4DSN,6GT,A,17918.0,48,1.0,4901620.0,26700.0,2017-07-20
13547,BAA,2017,BLACK,LINCOLN,MKC FWD 4C,PREMIERE,SUV,4GT,A,15977.0,43,1.0,4901620.0,20800.0,2017-07-20
13548,BAA,2017,RED,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,14558.0,43,1.0,4901620.0,29600.0,2017-07-20
13549,BAA,2017,BLUE,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,25516.0,44,1.0,4901620.0,27600.0,2017-07-20
13550,BAA,2016,GRAY,LINCOLN,MKT AWD V6,ECOBOOST,SUV,6GT,A,12729.0,42,1.0,4901620.0,31900.0,2017-07-20
13551,BAA,2016,SILVER,LINCOLN,MKS AWD V6,ECOBOOST,4DSN,6GT,A,12922.0,46,1.0,4901620.0,26200.0,2017-07-20
13555,GCAA,2016,BROWN,LINCOLN,MKX AWD SUV,RESERVE,SUV,6GT,A,13990.0,43,2.0,4901620.0,37200.0,2017-07-20
13558,DFWA,1998,MAROON,LINCOLN,TOWN CAR,SIGNATURE,4DSN,8G,A,1.0,10,1.0,5028937.0,200.0,2017-07-20
13560,MAA,2017,BLUE,LINCOLN,CONTINENTAL AWD,SELECT,4DSN,6GT,A,6953.0,40,3.0,4901620.0,40800.0,2017-07-20
13561,NVAA,2014,BLACK,LINCOLN,MKX AWD SUV,AWD,SUV,6G,A,41881.0,44,1.0,5082819.0,22250.0,2017-07-21
13566,LMAA,2003,WHITE,LINCOLN,AVIATOR AWD,PREMIUM,SUV,8G,A,173795.0,26,1.0,4998389.0,600.0,2017-07-21
13571,AAA,2014,ORANGE,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,36544.0,36,2.0,5289308.0,15500.0,2017-07-21
13574,FAAO,2014,TAN,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,62732.0,45,2.0,5398478.0,14300.0,2017-07-21
13575,FAA,2017,GRAY,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,10544.0,0,2.0,4910984.0,7125.0,2017-07-21
13576,NASH,2014,RED,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,49088.0,35,2.0,4910256.0,14600.0,2017-07-21
13577,MAA,2011,BROWN,LINCOLN,MKT AWD V6,ECOBOOST,4WGN,6GT,A,107557.0,28,1.0,4918814.0,6500.0,2017-07-21
13579,MAA,2016,WHITE,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,12134.0,48,1.0,5061308.0,35250.0,2017-07-21
13581,MAA,2002,GOLD,LINCOLN,TOWN CAR,SIGNATURE,4DSN,8G,A,101185.0,41,2.0,5012213.0,1600.0,2017-07-21
13590,MAA,2017,GREY,LINCOLN,MKC AWD 4C,PREMIERE,SUV,4GT,A,12382.0,41,3.0,4903501.0,24000.0,2017-07-21
13595,MAA,2017,BLACK,LINCOLN,CONTINENTAL FWD,SELECT,4DSN,6G,A,17979.0,36,4.0,4901620.0,32600.0,2017-07-21
13596,MAA,2017,GOLD,LINCOLN,CONTINENTAL AWD,RESERVE,4DSN,6GT,A,7288.0,44,3.0,4901620.0,46400.0,2017-07-21
13597,MAA,2017,RED,LINCOLN,CONTINENTAL AWD,RESERVE,4DSN,6GT,A,16284.0,42,4.0,4901620.0,41200.0,2017-07-21
13598,MAA,2017,RED,LINCOLN,CONTINENTAL AWD,RESERVE,4DSN,6GT,A,12695.0,31,2.0,4901620.0,38200.0,2017-07-21
13599,MAA,2017,BLACK,LINCOLN,CONTINENTAL AWD,PREMIERE,4DSN,6G,A,7907.0,47,5.0,4901620.0,32200.0,2017-07-21
13608,AYCA,2007,BLACK,LINCOLN,NAVIGATOR 4X4,ULTIMATE,SUV,8G,A,128243.0,19,1.0,4913887.0,5000.0,2017-07-24
13609,AAAW,2016,WHITE,LINCOLN,MKX FWD SUV,RESERVE,SUV,6GT,A,12539.0,49,1.0,4901620.0,39000.0,2017-07-24
13610,AAAW,2017,GRAY,LINCOLN,MKX FWD SUV,SELECT,SUV,6GT,A,7979.0,44,1.0,4901620.0,30600.0,2017-07-24
13611,AAAW,2017,BLUE,LINCOLN,MKZ FWD 4C,SELECT,4DSN,4GT,A,12121.0,45,3.0,4901620.0,22800.0,2017-07-24
13612,AAAW,2017,BLUE,LINCOLN,MKZ FWD 4C,SELECT,4DSN,4GT,A,12705.0,47,1.0,4901620.0,23100.0,2017-07-24
13613,AAAW,2017,BLACK,LINCOLN,MKZ FWD 4C,SELECT,4DSN,4GT,A,12769.0,49,1.0,4901620.0,23200.0,2017-07-24
13614,AAAW,2017,SILVER,LINCOLN,MKZ FWD 4C,SELECT,4DSN,4GT,A,16215.0,40,1.0,4901620.0,21900.0,2017-07-24
13615,AAAW,2017,RED,LINCOLN,MKZ FWD 4C,SELECT,4DSN,4GT,A,19917.0,43,2.0,4901620.0,22800.0,2017-07-24
13616,AAAW,2017,GOLD,LINCOLN,MKC FWD 4C,RESERVE,SUV,4GT,A,13722.0,42,1.0,4901620.0,25500.0,2017-07-24
13617,AAAW,2017,BLACK,LINCOLN,MKC FWD 4C,RESERVE,SUV,4GT,A,36491.0,36,1.0,4901620.0,24000.0,2017-07-24
13619,AAAW,2017,SILVER,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,12379.0,44,1.0,4901620.0,27800.0,2017-07-24
13620,AAAW,2017,BLACK,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,14842.0,44,1.0,4901620.0,25600.0,2017-07-24
13621,AAAW,2017,BLUE,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,12477.0,42,1.0,4901620.0,26000.0,2017-07-24
13622,AAAW,2017,SILVER,LINCOLN,MKC FWD 4C,SELECT,SUV,4GT,A,8691.0,45,2.0,4901620.0,22600.0,2017-07-24
13623,AAAW,2017,BLACK,LINCOLN,MKC FWD 4C,PREMIERE,SUV,4GT,A,14720.0,44,1.0,4901620.0,20600.0,2017-07-24
13624,AAAW,2017,BLACK,LINCOLN,MKC FWD 4C,PREMIERE,SUV,4GT,A,25582.0,42,1.0,4901620.0,19900.0,2017-07-24
13625,AAAW,2017,BLUE,LINCOLN,MKC FWD 4C,PREMIERE,SUV,4GT,A,27379.0,43,1.0,4901620.0,19500.0,2017-07-24
13626,AAAW,2017,BLACK,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,16348.0,48,1.0,4901620.0,26500.0,2017-07-24
13627,AAAW,2017,SILVER,LINCOLN,MKZ FWD 4C,SELECT,4DSN,4GT,A,6407.0,48,1.0,4901620.0,23500.0,2017-07-24
13628,AAAW,2017,GRAY,LINCOLN,MKC FWD 4C,SELECT,SUV,4GT,A,14405.0,44,1.0,4901620.0,23400.0,2017-07-24
13629,AAAW,2017,SILVER,LINCOLN,MKZ FWD 4C,SELECT,4DSN,4GT,A,20043.0,48,1.0,4901620.0,22700.0,2017-07-24
13630,AAAW,2017,BLACK,LINCOLN,MKZ FWD 4C,SELECT,4DSN,4GT,A,22157.0,43,1.0,4901620.0,22600.0,2017-07-24
13631,AAAW,2017,SILVER,LINCOLN,MKZ FWD 4C,SELECT,4DSN,4GT,A,24837.0,42,1.0,4901620.0,22000.0,2017-07-24
13632,AAAW,2017,GRAY,LINCOLN,MKZ FWD 4C,SELECT,4DSN,4GT,A,25204.0,47,1.0,4901620.0,21700.0,2017-07-24
13633,AAAW,2017,SILVER,LINCOLN,MKZ FWD V6,SELECT,4DSN,6GT,A,7019.0,45,1.0,4901620.0,26000.0,2017-07-24
13634,AAAW,2017,SILVER,LINCOLN,MKZ FWD V6,SELECT,4DSN,6GT,A,24405.0,42,1.0,4901620.0,21400.0,2017-07-24
13635,AAAW,2017,BLACK,LINCOLN,MKZ FWD 4C,PREMIERE,4DSN,4GT,A,7454.0,41,1.0,4901620.0,22600.0,2017-07-24
13636,AAAW,2017,BLACK,LINCOLN,MKZ FWD 4C,PREMIERE,4DSN,4GT,A,8271.0,41,1.0,4901620.0,21500.0,2017-07-24
13637,AAAW,2017,SILVER,LINCOLN,MKZ FWD 4C,PREMIERE,4DSN,4GT,A,11201.0,49,1.0,4901620.0,21500.0,2017-07-24
13638,AAAW,2017,BLUE,LINCOLN,MKZ FWD 4C,PREMIERE,4DSN,4GT,A,19087.0,25,1.0,4901620.0,19500.0,2017-07-24
13639,AAAW,2017,BLUE,LINCOLN,MKZ FWD 4C,PREMIERE,4DSN,4GT,A,22721.0,34,1.0,4901620.0,19400.0,2017-07-24
13640,AAAW,2017,BLUE,LINCOLN,MKZ FWD 4C,SELECT,4DSN,4GT,A,10675.0,34,1.0,4901620.0,19100.0,2017-07-24
13641,AAAW,2016,BLACK,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,39913.0,37,1.0,4906104.0,28900.0,2017-07-24
13642,AAAW,2017,WHITE,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,7823.0,49,1.0,4901620.0,30900.0,2017-07-24
13643,AAAW,2017,BLACK,LINCOLN,MKZ FWD V6,SELECT,4DSN,6GT,A,5619.0,46,1.0,4901620.0,27500.0,2017-07-24
13646,SWFL,2010,WHITE,LINCOLN,TOWN CAR,SIG LTD,4DSN,8G,A,75544.0,38,1.0,5024264.0,9500.0,2017-07-24
13649,DFWA,2017,WHITE,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,19486.0,43,1.0,4911692.0,35000.0,2017-07-24
13652,NASH,2014,GRAY,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,51347.0,30,2.0,4910256.0,14400.0,2017-07-24
13653,TBAA,2014,GRAY,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,34151.0,39,2.0,4910257.0,17600.0,2017-07-24
13657,MAA,2017,GREEN,LINCOLN,CONTINENTAL FWD,SELECT,4DSN,6GT,A,7575.0,42,6.0,4901620.0,34500.0,2017-07-24
13658,MAA,2017,BLACK,LINCOLN,CONTINENTAL AWD,RESERVE,4DSN,6GT,A,7848.0,47,3.0,4901620.0,51300.0,2017-07-24
13662,AAAW,2017,GRAY,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,7568.0,27,2.0,4901620.0,25400.0,2017-07-25
13677,OAA,2011,TAN,LINCOLN,TOWN CAR,SIG LTD,4DSN,8ET,A,167526.0,40,1.0,5321838.0,3700.0,2017-07-25
13683,SKYA,2004,WHITE,LINCOLN,LS V8,SPORT,4DSN,8G,A,163116.0,29,1.0,4907177.0,700.0,2017-07-25
13690,AAAW,2003,SILVER,LINCOLN,NAVIGATOR 4X2,ULTIMATE,SUV,8G,A,116477.0,19,10.0,7000548.0,1500.0,2017-07-25
13695,OAA,2017,WHITE,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,5126.0,50,1.0,4910256.0,32200.0,2017-07-25
13696,OAA,2016,BLACK,LINCOLN,MKC FWD 4C,PREMIER,SUV,4GT,A,30166.0,44,1.0,4910256.0,19900.0,2017-07-25
13697,BWAE,2003,SILVER,LINCOLN,TOWN CAR,SIG PREM,4DSN,8G,O,126131.0,21,1.0,4916882.0,750.0,2017-07-25
13699,GOAA,2003,WHITE,LINCOLN,TOWN CAR,EXEC LIVRY,4DSN,8G,O,145366.0,38,1.0,5133131.0,1600.0,2017-07-25
13702,MAAI,2002,BLACK,LINCOLN,LS V8,SPORT,4DSN,8G,A,124924.0,20,1.0,5004371.0,700.0,2017-07-25
13705,AAA,2003,SILVER,LINCOLN,NAVIGATOR 4X2,LUXURY,SUV,8G,A,253442.0,43,1.0,5341066.0,2400.0,2017-07-25
13706,AAA,2002,GREY,LINCOLN,LS V8,SPORT,4DSN,8G,A,117070.0,28,1.0,5332934.0,2300.0,2017-07-25
13711,GCAA,2014,TAN,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,21608.0,37,1.0,4910256.0,18100.0,2017-07-25
13714,GCAA,2016,RED,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,6400.0,46,1.0,4901620.0,38000.0,2017-07-25
13716,GCAA,2017,BLACK,LINCOLN,CONTINENTAL FWD,SELECT,4DSN,6G,A,10670.0,44,3.0,4901620.0,41500.0,2017-07-25
13717,GCAA,2017,BLUE,LINCOLN,CONTINENTAL FWD,SELECT,4DSN,6G,A,7926.0,42,4.0,4901620.0,41400.0,2017-07-25
13718,GCAA,2016,SILVER,LINCOLN,MKX AWD SUV,SELECT,SUV,6GT,A,5336.0,46,1.0,4901620.0,34500.0,2017-07-25
13719,GCAA,2015,GRAY,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,27670.0,38,1.0,4910256.0,17200.0,2017-07-25
13720,GCAA,2015,BLACK,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,8825.0,42,1.0,4910256.0,18900.0,2017-07-25
13727,GCAA,2017,BLACK,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,10846.0,43,1.0,4901620.0,29500.0,2017-07-25
13728,GCAA,2016,WHITE,LINCOLN,MKC FWD 4C,SELECT,SUV,4GT,A,19191.0,42,1.0,4910256.0,23600.0,2017-07-25
13729,AAA,2004,GOLD,LINCOLN,LS V6,LUXURY,4DSN,6G,A,125563.0,28,2.0,4938270.0,1350.0,2017-07-25
13731,BWAE,2000,WHITE,LINCOLN,TOWN CAR,CARTIER,4DSN,8G,A,101660.0,37,2.0,5076619.0,1000.0,2017-07-25
13736,BAA,2017,BLACK,LINCOLN,MKC AWD 4C,PREMIERE,SUV,4GT,A,7245.0,48,2.0,4901620.0,24400.0,2017-07-25
13741,BIGH,2004,GRAY,LINCOLN,AVIATOR 4X2,LUXURY,SUV,8G,A,144266.0,20,1.0,4902003.0,1500.0,2017-07-25
13743,DALA,1999,WHITE,LINCOLN,TOWN CAR,CARTIER,4DSN,8G,A,1.0,20,1.0,5139833.0,400.0,2017-07-25
13746,MAA,2017,BLUE,LINCOLN,CONTINENTAL AWD,SELECT,4DSN,6G,A,11678.0,36,3.0,4901620.0,34600.0,2017-07-25
13764,NASH,2015,SILVER,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,23066.0,36,1.0,4910256.0,18000.0,2017-07-26
13767,NASH,2015,WHITE,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,14488.0,15,2.0,4910256.0,13200.0,2017-07-26
13768,ALBA,2004,RED,LINCOLN,LS V6,LUXURY,4DSN,6G,A,146238.0,24,2.0,4938270.0,300.0,2017-07-26
13769,CLEV,2006,WHITE,LINCOLN,TOWN CAR,SIGNATURE,4DSN,8G,A,83880.0,25,3.0,5059605.0,1400.0,2017-07-26
13774,NASH,2016,WHITE,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,35976.0,35,1.0,4906104.0,30800.0,2017-07-26
13775,NASH,2017,BLACK,LINCOLN,CONTINENTAL FWD,SELECT,4DSN,6G,A,12217.0,47,1.0,4973344.0,41000.0,2017-07-26
13776,NASH,2017,RED,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,31612.0,35,1.0,4906104.0,22500.0,2017-07-26
13780,NASH,2015,BLACK,LINCOLN,MKS AWD V6,ECOBOOST,4DSN,6GT,A,23648.0,40,3.0,4910256.0,21500.0,2017-07-26
13795,CADE,2000,BLACK,LINCOLN,TOWN CAR,SIGNATURE,4DSN,8G,A,65354.0,35,2.0,5274349.0,6100.0,2017-07-26
13796,DAA,2005,TAN,LINCOLN,NAVIGATOR 4X4,LUXURY,SUV,8G,A,127107.0,29,1.0,5318686.0,6700.0,2017-07-26
13800,NADE,2009,BLACK,LINCOLN,TOWN CAR,SIG LTD,4DSN,8ET,A,97580.0,42,1.0,5239677.0,5600.0,2017-07-26
13801,NADE,2007,BLACK,LINCOLN,NAVIGATOR 4X4,ULTIMATE,SUV,8G,A,375213.0,26,1.0,5392740.0,3000.0,2017-07-26
13802,NADE,2003,WHITE,LINCOLN,TOWN CAR,SIG PREM,4DSN,8G,O,143342.0,29,1.0,5392735.0,1700.0,2017-07-26
13806,BCAA,2005,TAN,LINCOLN,NAVIGATOR 4X2,ULTIMATE,SUV,8G,A,109138.0,37,1.0,5337056.0,4100.0,2017-07-26
13817,NAA,2014,BROWN,LINCOLN,MKT AWD V6,ECOBOOST,4WGN,6GT,A,42543.0,34,5.0,4910256.0,21900.0,2017-07-26
13818,NAA,2016,SILVER,LINCOLN,MKX AWD SUV,RESERVE,SUV,6GT,A,6283.0,47,4.0,4903013.0,37400.0,2017-07-26
13831,SLAA,2010,WHITE,LINCOLN,TOWN CAR,SIG LTD,4DSN,8ET,A,92916.0,35,2.0,4910984.0,6200.0,2017-07-26
13837,MMAA,2012,BLACK,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,81874.0,33,1.0,5000207.0,8300.0,2017-07-26
13840,GOAA,2017,BLACK,LINCOLN,CONTINENTAL FWD,PREMIERE,4DSN,6G,A,13989.0,32,1.0,4924920.0,32200.0,2017-07-26
